round,case_id,path,scope,phase,phase_count,phase_elapsed_sec,elapsed_sec
round_1,radar_isea4h,datasets[0].timings.units[0].workers[8],raster_worker,entity.tile_mask,3,0.35911,6.644541
round_1,radar_isea4h,datasets[0].timings.units[0].workers[8],raster_worker,entity.tile_write,3,0.860587,6.644541
round_1,radar_isea4h,datasets[0].timings.units[0].workers[8],raster_worker,minio.tile_upload,1,0.310338,6.644541
round_1,radar_isea4h,datasets[0].timings.units[0].workers[8],raster_worker,source.raster_open,1,0.018583,6.644541
round_1,radar_isea4h,datasets[0].timings.units[0].workers[8],raster_worker,entity.tile_checksum,3,0.022382,6.644541
round_1,radar_isea4h,datasets[0].timings.units[0].workers[8],raster_worker,grid.window_calculation,3,0.000869,6.644541
round_1,radar_isea4h,datasets[0].timings.units[0].workers[9],raster_worker,grid.cover,1,4.536435,6.723842
round_1,radar_isea4h,datasets[0].timings.units[0].workers[9],raster_worker,source.cache,1,0.116574,6.723842
round_1,radar_isea4h,datasets[0].timings.units[0].workers[9],raster_worker,grid.geometry,2,0.001872,6.723842
round_1,radar_isea4h,datasets[0].timings.units[0].workers[9],raster_worker,minio.tile_stat,2,0.512821,6.723842
round_1,radar_isea4h,datasets[0].timings.units[0].workers[9],raster_worker,source.checksum,1,0.027589,6.723842
round_1,radar_isea4h,datasets[0].timings.units[0].workers[9],raster_worker,source.download,1,0.116052,6.723842
round_1,radar_isea4h,datasets[0].timings.units[0].workers[9],raster_worker,entity.tile_mask,2,0.323241,6.723842
round_1,radar_isea4h,datasets[0].timings.units[0].workers[9],raster_worker,entity.tile_write,2,0.747432,6.723842
round_1,radar_isea4h,datasets[0].timings.units[0].workers[9],raster_worker,minio.tile_upload,1,0.415884,6.723842
round_1,radar_isea4h,datasets[0].timings.units[0].workers[9],raster_worker,source.raster_open,1,0.018411,6.723842
round_1,radar_isea4h,datasets[0].timings.units[0].workers[9],raster_worker,entity.tile_checksum,2,0.018082,6.723842
round_1,radar_isea4h,datasets[0].timings.units[0].workers[9],raster_worker,grid.window_calculation,2,0.000564,6.723842
round_1,radar_isea4h,datasets[0].timings.units[0].workers[10],raster_worker,grid.cover,1,4.684036,5.423255
round_1,radar_isea4h,datasets[0].timings.units[0].workers[10],raster_worker,source.cache,1,0.062871,5.423255
round_1,radar_isea4h,datasets[0].timings.units[0].workers[10],raster_worker,grid.geometry,1,0.000825,5.423255
round_1,radar_isea4h,datasets[0].timings.units[0].workers[10],raster_worker,minio.tile_stat,1,0.004659,5.423255
round_1,radar_isea4h,datasets[0].timings.units[0].workers[10],raster_worker,source.checksum,1,0.029699,5.423255
round_1,radar_isea4h,datasets[0].timings.units[0].workers[10],raster_worker,source.download,1,0.06238,5.423255
round_1,radar_isea4h,datasets[0].timings.units[0].workers[10],raster_worker,entity.tile_mask,1,0.229821,5.423255
round_1,radar_isea4h,datasets[0].timings.units[0].workers[10],raster_worker,entity.tile_write,1,0.379626,5.423255
round_1,radar_isea4h,datasets[0].timings.units[0].workers[10],raster_worker,source.raster_open,1,0.018518,5.423255
round_1,radar_isea4h,datasets[0].timings.units[0].workers[10],raster_worker,entity.tile_checksum,1,0.009215,5.423255
round_1,radar_isea4h,datasets[0].timings.units[0].workers[10],raster_worker,grid.window_calculation,1,0.000388,5.423255
round_1,radar_isea4h,datasets[0].timings.units[0].workers[11],raster_worker,grid.cover,1,4.775811,6.224679
round_1,radar_isea4h,datasets[0].timings.units[0].workers[11],raster_worker,source.cache,1,0.083163,6.224679
round_1,radar_isea4h,datasets[0].timings.units[0].workers[11],raster_worker,grid.geometry,2,0.002347,6.224679
round_1,radar_isea4h,datasets[0].timings.units[0].workers[11],raster_worker,minio.tile_stat,2,0.008875,6.224679
round_1,radar_isea4h,datasets[0].timings.units[0].workers[11],raster_worker,source.checksum,1,0.030387,6.224679
round_1,radar_isea4h,datasets[0].timings.units[0].workers[11],raster_worker,source.download,1,0.082614,6.224679
round_1,radar_isea4h,datasets[0].timings.units[0].workers[11],raster_worker,entity.tile_mask,2,0.328815,6.224679
round_1,radar_isea4h,datasets[0].timings.units[0].workers[11],raster_worker,entity.tile_write,2,0.761403,6.224679
round_1,radar_isea4h,datasets[0].timings.units[0].workers[11],raster_worker,source.raster_open,1,0.077915,6.224679
round_1,radar_isea4h,datasets[0].timings.units[0].workers[11],raster_worker,entity.tile_checksum,2,0.028037,6.224679
round_1,radar_isea4h,datasets[0].timings.units[0].workers[11],raster_worker,grid.window_calculation,2,0.000813,6.224679
round_1,radar_isea4h,datasets[0].timings.units[0].workers[12],raster_worker,grid.cover,1,4.579902,5.79429
round_1,radar_isea4h,datasets[0].timings.units[0].workers[12],raster_worker,source.cache,1,0.062411,5.79429
round_1,radar_isea4h,datasets[0].timings.units[0].workers[12],raster_worker,grid.geometry,2,0.001885,5.79429
round_1,radar_isea4h,datasets[0].timings.units[0].workers[12],raster_worker,minio.tile_stat,2,0.008342,5.79429
round_1,radar_isea4h,datasets[0].timings.units[0].workers[12],raster_worker,source.checksum,1,0.028799,5.79429
round_1,radar_isea4h,datasets[0].timings.units[0].workers[12],raster_worker,source.download,1,0.061978,5.79429
round_1,radar_isea4h,datasets[0].timings.units[0].workers[12],raster_worker,entity.tile_mask,2,0.336694,5.79429
round_1,radar_isea4h,datasets[0].timings.units[0].workers[12],raster_worker,entity.tile_write,2,0.729748,5.79429
round_1,radar_isea4h,datasets[0].timings.units[0].workers[12],raster_worker,source.raster_open,1,0.01766,5.79429
round_1,radar_isea4h,datasets[0].timings.units[0].workers[12],raster_worker,entity.tile_checksum,2,0.023254,5.79429
round_1,radar_isea4h,datasets[0].timings.units[0].workers[12],raster_worker,grid.window_calculation,2,0.000593,5.79429
round_1,radar_isea4h,datasets[0].timings.units[0].workers[13],raster_worker,grid.cover,1,4.838093,6.053872
round_1,radar_isea4h,datasets[0].timings.units[0].workers[13],raster_worker,source.cache,1,0.062136,6.053872
round_1,radar_isea4h,datasets[0].timings.units[0].workers[13],raster_worker,grid.geometry,2,0.001817,6.053872
round_1,radar_isea4h,datasets[0].timings.units[0].workers[13],raster_worker,minio.tile_stat,2,0.007485,6.053872
round_1,radar_isea4h,datasets[0].timings.units[0].workers[13],raster_worker,source.checksum,1,0.028722,6.053872
round_1,radar_isea4h,datasets[0].timings.units[0].workers[13],raster_worker,source.download,1,0.061687,6.053872
round_1,radar_isea4h,datasets[0].timings.units[0].workers[13],raster_worker,entity.tile_mask,2,0.337975,6.053872
round_1,radar_isea4h,datasets[0].timings.units[0].workers[13],raster_worker,entity.tile_write,2,0.7369,6.053872
round_1,radar_isea4h,datasets[0].timings.units[0].workers[13],raster_worker,source.raster_open,1,0.017669,6.053872
round_1,radar_isea4h,datasets[0].timings.units[0].workers[13],raster_worker,entity.tile_checksum,2,0.017975,6.053872
round_1,radar_isea4h,datasets[0].timings.units[0].workers[13],raster_worker,grid.window_calculation,2,0.000525,6.053872
round_1,radar_isea4h,datasets[0].timings.units[0].workers[14],raster_worker,grid.cover,1,4.617002,6.274435
round_1,radar_isea4h,datasets[0].timings.units[0].workers[14],raster_worker,source.cache,1,0.07318,6.274435
round_1,radar_isea4h,datasets[0].timings.units[0].workers[14],raster_worker,grid.geometry,3,0.003188,6.274435
round_1,radar_isea4h,datasets[0].timings.units[0].workers[14],raster_worker,minio.tile_stat,3,0.014265,6.274435
round_1,radar_isea4h,datasets[0].timings.units[0].workers[14],raster_worker,source.checksum,1,0.028193,6.274435
round_1,radar_isea4h,datasets[0].timings.units[0].workers[14],raster_worker,source.download,1,0.072701,6.274435
round_1,radar_isea4h,datasets[0].timings.units[0].workers[14],raster_worker,entity.tile_mask,3,0.366283,6.274435
round_1,radar_isea4h,datasets[0].timings.units[0].workers[14],raster_worker,entity.tile_write,3,0.872895,6.274435
round_1,radar_isea4h,datasets[0].timings.units[0].workers[14],raster_worker,source.raster_open,1,0.018314,6.274435
round_1,radar_isea4h,datasets[0].timings.units[0].workers[14],raster_worker,entity.tile_checksum,3,0.020742,6.274435
round_1,radar_isea4h,datasets[0].timings.units[0].workers[14],raster_worker,grid.window_calculation,3,0.000904,6.274435
round_1,radar_isea4h,datasets[0].timings.units[0].workers[15],raster_worker,grid.cover,1,4.935964,6.153262
round_1,radar_isea4h,datasets[0].timings.units[0].workers[15],raster_worker,source.cache,1,0.063222,6.153262
round_1,radar_isea4h,datasets[0].timings.units[0].workers[15],raster_worker,grid.geometry,2,0.002076,6.153262
round_1,radar_isea4h,datasets[0].timings.units[0].workers[15],raster_worker,minio.tile_stat,2,0.009492,6.153262
round_1,radar_isea4h,datasets[0].timings.units[0].workers[15],raster_worker,source.checksum,1,0.028216,6.153262
round_1,radar_isea4h,datasets[0].timings.units[0].workers[15],raster_worker,source.download,1,0.06282,6.153262
round_1,radar_isea4h,datasets[0].timings.units[0].workers[15],raster_worker,entity.tile_mask,2,0.330442,6.153262
round_1,radar_isea4h,datasets[0].timings.units[0].workers[15],raster_worker,entity.tile_write,2,0.742407,6.153262
round_1,radar_isea4h,datasets[0].timings.units[0].workers[15],raster_worker,source.raster_open,1,0.017615,6.153262
round_1,radar_isea4h,datasets[0].timings.units[0].workers[15],raster_worker,entity.tile_checksum,2,0.017997,6.153262
round_1,radar_isea4h,datasets[0].timings.units[0].workers[15],raster_worker,grid.window_calculation,2,0.000639,6.153262
round_1,radar_isea4h,datasets[0].timings.units[0].source_preflight,source_preflight,minio.stat,1,0.154891,9.811654
round_1,radar_isea4h,datasets[0].timings.units[1].driver,raster_driver,ray.wait,17,3.552744,3.603855
round_1,radar_isea4h,datasets[0].timings.units[1].driver,raster_driver,ray.result_get,16,0.00511,3.603855
round_1,radar_isea4h,datasets[0].timings.units[1].driver,raster_driver,ray.task_submit,16,0.015358,3.603855
round_1,radar_isea4h,datasets[0].timings.units[1].driver,raster_driver,driver.result_merge,16,0.000124,3.603855
round_1,radar_isea4h,datasets[0].timings.units[1].workers[0],raster_worker,grid.cover,1,0.007513,1.295378
round_1,radar_isea4h,datasets[0].timings.units[1].workers[0],raster_worker,source.cache,1,0.351184,1.295378
round_1,radar_isea4h,datasets[0].timings.units[1].workers[0],raster_worker,grid.geometry,1,0.000791,1.295378
round_1,radar_isea4h,datasets[0].timings.units[1].workers[0],raster_worker,minio.tile_stat,1,0.003391,1.295378
round_1,radar_isea4h,datasets[0].timings.units[1].workers[0],raster_worker,source.checksum,1,0.028259,1.295378
round_1,radar_isea4h,datasets[0].timings.units[1].workers[0],raster_worker,source.download,1,0.350572,1.295378
round_1,radar_isea4h,datasets[0].timings.units[1].workers[0],raster_worker,entity.tile_mask,1,0.220639,1.295378
round_1,radar_isea4h,datasets[0].timings.units[1].workers[0],raster_worker,entity.tile_write,1,0.35576,1.295378
round_1,radar_isea4h,datasets[0].timings.units[1].workers[0],raster_worker,minio.tile_upload,1,0.312586,1.295378
round_1,radar_isea4h,datasets[0].timings.units[1].workers[0],raster_worker,source.raster_open,1,0.001674,1.295378
round_1,radar_isea4h,datasets[0].timings.units[1].workers[0],raster_worker,entity.tile_checksum,1,0.011128,1.295378
round_1,radar_isea4h,datasets[0].timings.units[1].workers[0],raster_worker,grid.window_calculation,1,0.000257,1.295378
round_1,radar_isea4h,datasets[0].timings.units[1].workers[1],raster_worker,grid.cover,1,0.006032,1.434694
round_1,radar_isea4h,datasets[0].timings.units[1].workers[1],raster_worker,source.cache,1,0.41828,1.434694
round_1,radar_isea4h,datasets[0].timings.units[1].workers[1],raster_worker,grid.geometry,1,0.00076,1.434694
round_1,radar_isea4h,datasets[0].timings.units[1].workers[1],raster_worker,minio.tile_stat,1,0.014978,1.434694
round_1,radar_isea4h,datasets[0].timings.units[1].workers[1],raster_worker,source.checksum,1,0.050759,1.434694
round_1,radar_isea4h,datasets[0].timings.units[1].workers[1],raster_worker,source.download,1,0.417835,1.434694
round_1,radar_isea4h,datasets[0].timings.units[1].workers[1],raster_worker,entity.tile_mask,1,0.202167,1.434694
round_1,radar_isea4h,datasets[0].timings.units[1].workers[1],raster_worker,entity.tile_write,1,0.363289,1.434694
round_1,radar_isea4h,datasets[0].timings.units[1].workers[1],raster_worker,minio.tile_upload,1,0.364897,1.434694
round_1,radar_isea4h,datasets[0].timings.units[1].workers[1],raster_worker,source.raster_open,1,0.001603,1.434694
round_1,radar_isea4h,datasets[0].timings.units[1].workers[1],raster_worker,entity.tile_checksum,1,0.009593,1.434694
round_1,radar_isea4h,datasets[0].timings.units[1].workers[1],raster_worker,grid.window_calculation,1,0.000218,1.434694
round_1,radar_isea4h,datasets[0].timings.units[1].workers[2],raster_worker,grid.cover,1,0.006671,1.69627
round_1,radar_isea4h,datasets[0].timings.units[1].workers[2],raster_worker,source.cache,1,0.42209,1.69627
round_1,radar_isea4h,datasets[0].timings.units[1].workers[2],raster_worker,grid.geometry,1,0.000777,1.69627
round_1,radar_isea4h,datasets[0].timings.units[1].workers[2],raster_worker,minio.tile_stat,1,0.017934,1.69627
round_1,radar_isea4h,datasets[0].timings.units[1].workers[2],raster_worker,source.checksum,1,0.029256,1.69627
round_1,radar_isea4h,datasets[0].timings.units[1].workers[2],raster_worker,source.download,1,0.421661,1.69627
round_1,radar_isea4h,datasets[0].timings.units[1].workers[2],raster_worker,entity.tile_mask,1,0.224177,1.69627
round_1,radar_isea4h,datasets[0].timings.units[1].workers[2],raster_worker,entity.tile_write,1,0.384675,1.69627
round_1,radar_isea4h,datasets[0].timings.units[1].workers[2],raster_worker,minio.tile_upload,1,0.596815,1.69627
round_1,radar_isea4h,datasets[0].timings.units[1].workers[2],raster_worker,source.raster_open,1,0.001702,1.69627
round_1,radar_isea4h,datasets[0].timings.units[1].workers[2],raster_worker,entity.tile_checksum,1,0.00959,1.69627
round_1,radar_isea4h,datasets[0].timings.units[1].workers[2],raster_worker,grid.window_calculation,1,0.000238,1.69627
round_1,radar_isea4h,datasets[0].timings.units[1].workers[3],raster_worker,grid.cover,1,0.005951,1.725156
round_1,radar_isea4h,datasets[0].timings.units[1].workers[3],raster_worker,source.cache,1,0.3883,1.725156
round_1,radar_isea4h,datasets[0].timings.units[1].workers[3],raster_worker,grid.geometry,1,0.000827,1.725156
round_1,radar_isea4h,datasets[0].timings.units[1].workers[3],raster_worker,minio.tile_stat,1,0.013816,1.725156
round_1,radar_isea4h,datasets[0].timings.units[1].workers[3],raster_worker,source.checksum,1,0.025611,1.725156
round_1,radar_isea4h,datasets[0].timings.units[1].workers[3],raster_worker,source.download,1,0.387695,1.725156
round_1,radar_isea4h,datasets[0].timings.units[1].workers[3],raster_worker,entity.tile_mask,1,0.217243,1.725156
round_1,radar_isea4h,datasets[0].timings.units[1].workers[3],raster_worker,entity.tile_write,1,0.359549,1.725156
round_1,radar_isea4h,datasets[0].timings.units[1].workers[3],raster_worker,minio.tile_upload,1,0.699137,1.725156
round_1,radar_isea4h,datasets[0].timings.units[1].workers[3],raster_worker,source.raster_open,1,0.001681,1.725156
round_1,radar_isea4h,datasets[0].timings.units[1].workers[3],raster_worker,entity.tile_checksum,1,0.010306,1.725156
round_1,radar_isea4h,datasets[0].timings.units[1].workers[3],raster_worker,grid.window_calculation,1,0.000247,1.725156
round_1,radar_isea4h,datasets[0].timings.units[1].workers[4],raster_worker,grid.cover,1,0.005802,1.912111
round_1,radar_isea4h,datasets[0].timings.units[1].workers[4],raster_worker,source.cache,1,0.366453,1.912111
round_1,radar_isea4h,datasets[0].timings.units[1].workers[4],raster_worker,grid.geometry,2,0.001853,1.912111
round_1,radar_isea4h,datasets[0].timings.units[1].workers[4],raster_worker,minio.tile_stat,2,0.015324,1.912111
round_1,radar_isea4h,datasets[0].timings.units[1].workers[4],raster_worker,source.checksum,1,0.064019,1.912111
round_1,radar_isea4h,datasets[0].timings.units[1].workers[4],raster_worker,source.download,1,0.365998,1.912111
round_1,radar_isea4h,datasets[0].timings.units[1].workers[4],raster_worker,entity.tile_mask,2,0.303366,1.912111
round_1,radar_isea4h,datasets[0].timings.units[1].workers[4],raster_worker,entity.tile_write,2,0.69831,1.912111
round_1,radar_isea4h,datasets[0].timings.units[1].workers[4],raster_worker,minio.tile_upload,1,0.431861,1.912111
round_1,radar_isea4h,datasets[0].timings.units[1].workers[4],raster_worker,source.raster_open,1,0.001647,1.912111
round_1,radar_isea4h,datasets[0].timings.units[1].workers[4],raster_worker,entity.tile_checksum,2,0.01935,1.912111
round_1,radar_isea4h,datasets[0].timings.units[1].workers[4],raster_worker,grid.window_calculation,2,0.000567,1.912111
round_1,radar_isea4h,datasets[0].timings.units[1].workers[5],raster_worker,grid.cover,1,0.008151,2.139451
round_1,radar_isea4h,datasets[0].timings.units[1].workers[5],raster_worker,source.cache,1,0.391586,2.139451
round_1,radar_isea4h,datasets[0].timings.units[1].workers[5],raster_worker,grid.geometry,1,0.001169,2.139451
round_1,radar_isea4h,datasets[0].timings.units[1].workers[5],raster_worker,minio.tile_stat,1,0.003926,2.139451
round_1,radar_isea4h,datasets[0].timings.units[1].workers[5],raster_worker,source.checksum,1,0.022294,2.139451
round_1,radar_isea4h,datasets[0].timings.units[1].workers[5],raster_worker,source.download,1,0.391005,2.139451
round_1,radar_isea4h,datasets[0].timings.units[1].workers[5],raster_worker,entity.tile_mask,1,0.216923,2.139451
round_1,radar_isea4h,datasets[0].timings.units[1].workers[5],raster_worker,entity.tile_write,1,0.359639,2.139451
round_1,radar_isea4h,datasets[0].timings.units[1].workers[5],raster_worker,minio.tile_upload,1,1.121482,2.139451
round_1,radar_isea4h,datasets[0].timings.units[1].workers[5],raster_worker,source.raster_open,1,0.001875,2.139451
round_1,radar_isea4h,datasets[0].timings.units[1].workers[5],raster_worker,entity.tile_checksum,1,0.009155,2.139451
round_1,radar_isea4h,datasets[0].timings.units[1].workers[5],raster_worker,grid.window_calculation,1,0.000326,2.139451
round_1,radar_isea4h,datasets[0].timings.units[1].workers[6],raster_worker,grid.cover,1,0.005946,2.21112
round_1,radar_isea4h,datasets[0].timings.units[1].workers[6],raster_worker,source.cache,1,0.369243,2.21112
round_1,radar_isea4h,datasets[0].timings.units[1].workers[6],raster_worker,grid.geometry,2,0.001967,2.21112
round_1,radar_isea4h,datasets[0].timings.units[1].workers[6],raster_worker,minio.tile_stat,2,0.01317,2.21112
round_1,radar_isea4h,datasets[0].timings.units[1].workers[6],raster_worker,source.checksum,1,0.057132,2.21112
round_1,radar_isea4h,datasets[0].timings.units[1].workers[6],raster_worker,source.download,1,0.368824,2.21112
round_1,radar_isea4h,datasets[0].timings.units[1].workers[6],raster_worker,entity.tile_mask,2,0.293591,2.21112
round_1,radar_isea4h,datasets[0].timings.units[1].workers[6],raster_worker,entity.tile_write,2,0.726888,2.21112
round_1,radar_isea4h,datasets[0].timings.units[1].workers[6],raster_worker,minio.tile_upload,1,0.691763,2.21112
round_1,radar_isea4h,datasets[0].timings.units[1].workers[6],raster_worker,source.raster_open,1,0.001834,2.21112
round_1,radar_isea4h,datasets[0].timings.units[1].workers[6],raster_worker,entity.tile_checksum,2,0.045237,2.21112
round_1,radar_isea4h,datasets[0].timings.units[1].workers[6],raster_worker,grid.window_calculation,2,0.000487,2.21112
round_1,radar_isea4h,datasets[0].timings.units[1].workers[7],raster_worker,grid.cover,1,0.00721,2.288299
round_1,radar_isea4h,datasets[0].timings.units[1].workers[7],raster_worker,source.cache,1,0.389811,2.288299
round_1,radar_isea4h,datasets[0].timings.units[1].workers[7],raster_worker,grid.geometry,3,0.003042,2.288299
round_1,radar_isea4h,datasets[0].timings.units[1].workers[7],raster_worker,minio.tile_stat,3,0.018619,2.288299
round_1,radar_isea4h,datasets[0].timings.units[1].workers[7],raster_worker,source.checksum,1,0.032034,2.288299
round_1,radar_isea4h,datasets[0].timings.units[1].workers[7],raster_worker,source.download,1,0.389344,2.288299
round_1,radar_isea4h,datasets[0].timings.units[1].workers[7],raster_worker,entity.tile_mask,3,0.355171,2.288299
round_1,radar_isea4h,datasets[0].timings.units[1].workers[7],raster_worker,entity.tile_write,3,0.864221,2.288299
round_1,radar_isea4h,datasets[0].timings.units[1].workers[7],raster_worker,minio.tile_upload,2,0.574204,2.288299
round_1,radar_isea4h,datasets[0].timings.units[1].workers[7],raster_worker,source.raster_open,1,0.001978,2.288299
round_1,radar_isea4h,datasets[0].timings.units[1].workers[7],raster_worker,entity.tile_checksum,3,0.036024,2.288299
round_1,radar_isea4h,datasets[0].timings.units[1].workers[7],raster_worker,grid.window_calculation,3,0.000763,2.288299
round_1,radar_isea4h,datasets[0].timings.units[1].workers[8],raster_worker,grid.cover,1,0.006802,2.31164
round_1,radar_isea4h,datasets[0].timings.units[1].workers[8],raster_worker,source.cache,1,0.417221,2.31164
round_1,radar_isea4h,datasets[0].timings.units[1].workers[8],raster_worker,grid.geometry,3,0.003019,2.31164
round_1,radar_isea4h,datasets[0].timings.units[1].workers[8],raster_worker,minio.tile_stat,3,0.023742,2.31164
round_1,radar_isea4h,datasets[0].timings.units[1].workers[8],raster_worker,source.checksum,1,0.034226,2.31164
round_1,radar_isea4h,datasets[0].timings.units[1].workers[8],raster_worker,source.download,1,0.416671,2.31164
round_1,radar_isea4h,datasets[0].timings.units[1].workers[8],raster_worker,entity.tile_mask,3,0.349138,2.31164
round_1,radar_isea4h,datasets[0].timings.units[1].workers[8],raster_worker,entity.tile_write,3,0.845993,2.31164
round_1,radar_isea4h,datasets[0].timings.units[1].workers[8],raster_worker,minio.tile_upload,1,0.596207,2.31164
round_1,radar_isea4h,datasets[0].timings.units[1].workers[8],raster_worker,source.raster_open,1,0.001981,2.31164
round_1,radar_isea4h,datasets[0].timings.units[1].workers[8],raster_worker,entity.tile_checksum,3,0.026858,2.31164
round_1,radar_isea4h,datasets[0].timings.units[1].workers[8],raster_worker,grid.window_calculation,3,0.000764,2.31164
round_1,radar_isea4h,datasets[0].timings.units[1].workers[9],raster_worker,grid.cover,1,0.009824,2.447811
round_1,radar_isea4h,datasets[0].timings.units[1].workers[9],raster_worker,source.cache,1,0.397719,2.447811
round_1,radar_isea4h,datasets[0].timings.units[1].workers[9],raster_worker,grid.geometry,2,0.001843,2.447811
round_1,radar_isea4h,datasets[0].timings.units[1].workers[9],raster_worker,minio.tile_stat,2,0.009677,2.447811
round_1,radar_isea4h,datasets[0].timings.units[1].workers[9],raster_worker,source.checksum,1,0.021659,2.447811
round_1,radar_isea4h,datasets[0].timings.units[1].workers[9],raster_worker,source.download,1,0.397262,2.447811
round_1,radar_isea4h,datasets[0].timings.units[1].workers[9],raster_worker,entity.tile_mask,2,0.29163,2.447811
round_1,radar_isea4h,datasets[0].timings.units[1].workers[9],raster_worker,entity.tile_write,2,0.699112,2.447811
round_1,radar_isea4h,datasets[0].timings.units[1].workers[9],raster_worker,minio.tile_upload,1,0.991163,2.447811
round_1,radar_isea4h,datasets[0].timings.units[1].workers[9],raster_worker,source.raster_open,1,0.001986,2.447811
round_1,radar_isea4h,datasets[0].timings.units[1].workers[9],raster_worker,entity.tile_checksum,2,0.018705,2.447811
round_1,radar_isea4h,datasets[0].timings.units[1].workers[9],raster_worker,grid.window_calculation,2,0.000499,2.447811
round_1,radar_isea4h,datasets[0].timings.units[1].workers[10],raster_worker,grid.cover,1,0.008022,2.511582
round_1,radar_isea4h,datasets[0].timings.units[1].workers[10],raster_worker,source.cache,1,0.396648,2.511582
round_1,radar_isea4h,datasets[0].timings.units[1].workers[10],raster_worker,grid.geometry,3,0.003015,2.511582
round_1,radar_isea4h,datasets[0].timings.units[1].workers[10],raster_worker,minio.tile_stat,3,0.015788,2.511582
round_1,radar_isea4h,datasets[0].timings.units[1].workers[10],raster_worker,source.checksum,1,0.022592,2.511582
round_1,radar_isea4h,datasets[0].timings.units[1].workers[10],raster_worker,source.download,1,0.396186,2.511582
round_1,radar_isea4h,datasets[0].timings.units[1].workers[10],raster_worker,entity.tile_mask,3,0.316549,2.511582
round_1,radar_isea4h,datasets[0].timings.units[1].workers[10],raster_worker,entity.tile_write,3,0.867633,2.511582
round_1,radar_isea4h,datasets[0].timings.units[1].workers[10],raster_worker,minio.tile_upload,1,0.836587,2.511582
round_1,radar_isea4h,datasets[0].timings.units[1].workers[10],raster_worker,source.raster_open,1,0.001943,2.511582
round_1,radar_isea4h,datasets[0].timings.units[1].workers[10],raster_worker,entity.tile_checksum,3,0.036458,2.511582
round_1,radar_isea4h,datasets[0].timings.units[1].workers[10],raster_worker,grid.window_calculation,3,0.000795,2.511582
round_1,radar_isea4h,datasets[0].timings.units[1].workers[11],raster_worker,grid.cover,1,0.007259,2.670071
round_1,radar_isea4h,datasets[0].timings.units[1].workers[11],raster_worker,source.cache,1,0.424298,2.670071
round_1,radar_isea4h,datasets[0].timings.units[1].workers[11],raster_worker,grid.geometry,2,0.001799,2.670071
round_1,radar_isea4h,datasets[0].timings.units[1].workers[11],raster_worker,minio.tile_stat,2,0.02257,2.670071
round_1,radar_isea4h,datasets[0].timings.units[1].workers[11],raster_worker,source.checksum,1,0.06164,2.670071
round_1,radar_isea4h,datasets[0].timings.units[1].workers[11],raster_worker,source.download,1,0.423803,2.670071
round_1,radar_isea4h,datasets[0].timings.units[1].workers[11],raster_worker,entity.tile_mask,2,0.301138,2.670071
round_1,radar_isea4h,datasets[0].timings.units[1].workers[11],raster_worker,entity.tile_write,2,0.723381,2.670071
round_1,radar_isea4h,datasets[0].timings.units[1].workers[11],raster_worker,minio.tile_upload,1,1.074049,2.670071
round_1,radar_isea4h,datasets[0].timings.units[1].workers[11],raster_worker,source.raster_open,1,0.00172,2.670071
round_1,radar_isea4h,datasets[0].timings.units[1].workers[11],raster_worker,entity.tile_checksum,2,0.048209,2.670071
round_1,radar_isea4h,datasets[0].timings.units[1].workers[11],raster_worker,grid.window_calculation,2,0.000471,2.670071
round_1,radar_isea4h,datasets[0].timings.units[1].workers[12],raster_worker,grid.cover,1,0.007222,2.925891
round_1,radar_isea4h,datasets[0].timings.units[1].workers[12],raster_worker,source.cache,1,0.421738,2.925891
round_1,radar_isea4h,datasets[0].timings.units[1].workers[12],raster_worker,grid.geometry,1,0.000826,2.925891
round_1,radar_isea4h,datasets[0].timings.units[1].workers[12],raster_worker,minio.tile_stat,1,0.016147,2.925891
round_1,radar_isea4h,datasets[0].timings.units[1].workers[12],raster_worker,source.checksum,1,0.067197,2.925891
round_1,radar_isea4h,datasets[0].timings.units[1].workers[12],raster_worker,source.download,1,0.421239,2.925891
round_1,radar_isea4h,datasets[0].timings.units[1].workers[12],raster_worker,entity.tile_mask,1,0.215318,2.925891
round_1,radar_isea4h,datasets[0].timings.units[1].workers[12],raster_worker,entity.tile_write,1,0.367927,2.925891
round_1,radar_isea4h,datasets[0].timings.units[1].workers[12],raster_worker,minio.tile_upload,1,1.816717,2.925891
round_1,radar_isea4h,datasets[0].timings.units[1].workers[12],raster_worker,source.raster_open,1,0.001332,2.925891
round_1,radar_isea4h,datasets[0].timings.units[1].workers[12],raster_worker,entity.tile_checksum,1,0.009188,2.925891
round_1,radar_isea4h,datasets[0].timings.units[1].workers[12],raster_worker,grid.window_calculation,1,0.000226,2.925891
round_1,radar_isea4h,datasets[0].timings.units[1].workers[13],raster_worker,grid.cover,1,0.005656,2.94559
round_1,radar_isea4h,datasets[0].timings.units[1].workers[13],raster_worker,source.cache,1,0.395775,2.94559
round_1,radar_isea4h,datasets[0].timings.units[1].workers[13],raster_worker,grid.geometry,2,0.001842,2.94559
round_1,radar_isea4h,datasets[0].timings.units[1].workers[13],raster_worker,minio.tile_stat,2,0.014592,2.94559
round_1,radar_isea4h,datasets[0].timings.units[1].workers[13],raster_worker,source.checksum,1,0.077047,2.94559
round_1,radar_isea4h,datasets[0].timings.units[1].workers[13],raster_worker,source.download,1,0.395282,2.94559
round_1,radar_isea4h,datasets[0].timings.units[1].workers[13],raster_worker,entity.tile_mask,2,0.304453,2.94559
